food_key,food_description,food_category,allowed_no_restriction,allowed_vegetarian,allowed_vegan,allowed_pescatarian,allowed_halal_friendly,allowed_kosher_style,allowed_gluten_free,allowed_lactose_free,allowed_nut_free,allowed_low_sodium_aware,blocked_profiles
lamb new zealand imported breast separable lean only raw,"Lamb, New Zealand, imported, breast, separable lean only, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lamb new zealand imported chump boneless separable lean only raw,"Lamb, New Zealand, imported, chump, boneless, separable lean only, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lamb new zealand imported flap boneless separable lean only raw,"Lamb, New Zealand, imported, flap, boneless, separable lean only, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lamb new zealand imported fore-shank separable lean only raw,"Lamb, New Zealand, imported, fore-shank, separable lean only, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lamb new zealand imported heart raw,"Lamb, New Zealand, imported, heart, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lamb new zealand imported hind-shank separable lean only raw,"Lamb, New Zealand, imported, hind-shank, separable lean only, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lamb new zealand imported kidney raw,"Lamb, New Zealand, imported, kidney, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lamb new zealand imported leg chop steak bone-in separable lean only raw,"Lamb, New Zealand, imported, leg chop/steak, bone-in, separable lean only, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lamb new zealand imported liver raw,"Lamb, New Zealand, imported, liver, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lamb new zealand imported loin chop separable lean only raw,"Lamb, New Zealand, imported, loin chop, separable lean only, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lamb new zealand imported loin saddle separable lean only raw,"Lamb, New Zealand, imported, loin saddle, separable lean only, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lamb new zealand imported loin boneless separable lean only raw,"Lamb, New Zealand, imported, loin, boneless, separable lean only, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lamb new zealand imported neck chops separable lean only raw,"Lamb, New Zealand, imported, neck chops, separable lean only, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lamb new zealand imported netted shoulder rolled boneless separable lean only raw,"Lamb, New Zealand, imported, netted shoulder, rolled, boneless, separable lean only, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lamb new zealand imported rack - fully frenched separable lean only raw,"Lamb, New Zealand, imported, rack - fully frenched, separable lean only, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lamb new zealand imported rack - partly frenched separable lean only raw,"Lamb, New Zealand, imported, rack - partly frenched, separable lean only, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lamb new zealand imported square-cut shoulder chops separable lean only raw,"Lamb, New Zealand, imported, square-cut shoulder chops, separable lean only, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lamb new zealand imported square-cut shoulder separable lean only raw,"Lamb, New Zealand, imported, square-cut shoulder, separable lean only, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lamb new zealand imported subcutaneous fat raw,"Lamb, New Zealand, imported, subcutaneous fat, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lamb new zealand imported sweetbread raw,"Lamb, New Zealand, imported, sweetbread, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,0,1,1,1,vegetarian|vegan|pescatarian|gluten free
lamb new zealand imported tenderloin separable lean only raw,"Lamb, New Zealand, imported, tenderloin, separable lean only, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lamb new zealand imported testes raw,"Lamb, New Zealand, imported, testes, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lamb new zealand imported tongue - swiss cut raw,"Lamb, New Zealand, imported, tongue - swiss cut, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lamb new zealand imported tunnel-boned leg chump off shank off separable lean only raw,"Lamb, New Zealand, imported, tunnel-boned leg, chump off, shank off, separable lean only, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lamb composite of trimmed retail cuts separable fat trimmed to 1 4 fat choice raw,"Lamb, composite of trimmed retail cuts, separable fat, trimmed to 1/4"" fat, choice, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lamb composite of trimmed retail cuts separable lean only trimmed to 1 4 fat choice raw,"Lamb, composite of trimmed retail cuts, separable lean only, trimmed to 1/4"" fat, choice, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lamb foreshank separable lean only trimmed to 1 4 fat choice raw,"Lamb, foreshank, separable lean only, trimmed to 1/4"" fat, choice, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lamb leg shank half separable lean only trimmed to 1 4 fat choice raw,"Lamb, leg, shank half, separable lean only, trimmed to 1/4"" fat, choice, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lamb leg sirloin half separable lean only trimmed to 1 4 fat choice raw,"Lamb, leg, sirloin half, separable lean only, trimmed to 1/4"" fat, choice, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lamb loin separable lean only trimmed to 1 4 fat choice raw,"Lamb, loin, separable lean only, trimmed to 1/4"" fat, choice, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lamb rib separable lean only trimmed to 1 4 fat choice raw,"Lamb, rib, separable lean only, trimmed to 1/4"" fat, choice, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lamb shoulder arm separable lean only trimmed to 1 4 fat choice raw,"Lamb, shoulder, arm, separable lean only, trimmed to 1/4"" fat, choice, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lamb shoulder blade separable lean only trimmed to 1 4 fat choice raw,"Lamb, shoulder, blade, separable lean only, trimmed to 1/4"" fat, choice, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lambsquarters raw,"Lambsquarters, raw",Vegetables and Vegetable Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lambsquarters raw (northern plains indians),"Lambsquarters, raw (Northern Plains Indians)",American Indian/Alaska Native Foods,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lambsquarters steamed (northern plains indians),"Lambsquarters, steamed (Northern Plains Indians)",American Indian/Alaska Native Foods,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lemon grass (citronella) raw,"Lemon grass (citronella), raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
lemon peel raw,"Lemon peel, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
lemons raw without peel,"Lemons, raw, without peel",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
lentils dry,"Lentils, dry",Legumes and Legume Products,1,1,1,1,1,1,1,1,1,1,
lentils pink or red raw,"Lentils, pink or red, raw",Legumes and Legume Products,1,1,1,1,1,1,1,1,1,1,
lentils raw,"Lentils, raw",Legumes and Legume Products,1,1,1,1,1,1,1,1,1,1,
lentils sprouted raw,"Lentils, sprouted, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
lettuce cos or romaine raw,"Lettuce, cos or romaine, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
lettuce green leaf raw,"Lettuce, green leaf, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
lettuce iceberg (includes crisphead types) raw,"Lettuce, iceberg (includes crisphead types), raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
lettuce iceberg raw,"Lettuce, iceberg, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
lettuce leaf green raw,"Lettuce, leaf, green, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
lettuce leaf red raw,"Lettuce, leaf, red, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
lettuce red leaf raw,"Lettuce, red leaf, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
lettuce romaine green raw,"Lettuce, romaine, green, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
lima beans immature seeds raw,"Lima beans, immature seeds, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
lima beans large mature seeds raw,"Lima beans, large, mature seeds, raw",Legumes and Legume Products,1,1,1,1,1,1,1,1,1,1,
lima beans thin seeded (baby) mature seeds raw,"Lima beans, thin seeded (baby), mature seeds, raw",Legumes and Legume Products,1,1,1,1,1,1,1,1,1,1,
limes raw,"Limes, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
litchis raw,"Litchis, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
longans raw,"Longans, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
loquats raw,"Loquats, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
lotus root raw,"Lotus root, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
lupins mature seeds raw,"Lupins, mature seeds, raw",Legumes and Legume Products,1,1,1,1,1,1,1,1,1,1,
mori-nu tofu silken extra firm,"MORI-NU, Tofu, silken, extra firm",Legumes and Legume Products,1,1,1,1,1,1,1,1,0,1,nut free
mori-nu tofu silken firm,"MORI-NU, Tofu, silken, firm",Legumes and Legume Products,1,1,1,1,1,1,1,1,0,1,nut free
mori-nu tofu silken lite extra firm,"MORI-NU, Tofu, silken, lite extra firm",Legumes and Legume Products,1,1,1,1,1,1,1,1,0,1,nut free
mori-nu tofu silken lite firm,"MORI-NU, Tofu, silken, lite firm",Legumes and Legume Products,1,1,1,1,1,1,1,1,0,1,nut free
mori-nu tofu silken soft,"MORI-NU, Tofu, silken, soft",Legumes and Legume Products,1,1,1,1,1,1,1,1,0,1,nut free
mammy-apple (mamey) raw,"Mammy-apple, (mamey), raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
mandarin seedless peeled raw,"Mandarin, seedless, peeled, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
mango ataulfo peeled raw,"Mango, Ataulfo, peeled, raw",Fruits and Fruit Juices,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
mango tommy atkins peeled raw,"Mango, Tommy Atkins, peeled, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
mangos raw,"Mangos, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
mashu roots raw (alaska native),"Mashu roots, raw (Alaska Native)",American Indian/Alaska Native Foods,1,1,1,1,1,1,1,1,1,1,
melon banana (navajo),"Melon, banana (Navajo)",American Indian/Alaska Native Foods,1,1,1,1,1,1,1,1,1,1,
melons cantaloupe raw,"Melons, cantaloupe, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
melons casaba raw,"Melons, casaba, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
melons honeydew raw,"Melons, honeydew, raw",Fruits and Fruit Juices,1,1,0,1,1,1,1,1,1,1,vegan
milk shakes thick chocolate,"Milk shakes, thick chocolate",Dairy and Egg Products,1,1,0,1,1,1,1,0,1,1,vegan|lactose free
milk shakes thick vanilla,"Milk shakes, thick vanilla",Dairy and Egg Products,1,1,0,1,1,1,1,0,1,1,vegan|lactose free
milk buttermilk fluid cultured lowfat,"Milk, buttermilk, fluid, cultured, lowfat",Dairy and Egg Products,1,1,0,1,1,1,1,0,1,1,vegan|lactose free
milk buttermilk fluid whole,"Milk, buttermilk, fluid, whole",Dairy and Egg Products,1,1,0,1,1,1,1,0,1,1,vegan|lactose free
milk chocolate beverage hot cocoa homemade,"Milk, chocolate beverage, hot cocoa, homemade",Dairy and Egg Products,1,1,0,1,1,1,1,0,1,1,vegan|lactose free
milk chocolate lowfat reduced sugar,"Milk, chocolate, lowfat, reduced sugar",Dairy and Egg Products,1,1,0,1,1,1,1,0,1,1,vegan|lactose free
milk human mature fluid,"Milk, human, mature, fluid",Dairy and Egg Products,1,1,0,1,1,1,1,0,1,1,vegan|lactose free
milk imitation non-soy,"Milk, imitation, non-soy",Dairy and Egg Products,1,1,0,1,1,1,1,0,1,1,vegan|lactose free
milk indian buffalo fluid,"Milk, indian buffalo, fluid",Dairy and Egg Products,1,0,0,0,1,1,1,0,1,1,vegetarian|vegan|pescatarian|lactose free
milk low sodium fluid,"Milk, low sodium, fluid",Dairy and Egg Products,1,1,0,1,1,1,1,0,1,1,vegan|lactose free
milk producer fluid 3 7 milkfat,"Milk, producer, fluid, 3.7% milkfat",Dairy and Egg Products,1,1,0,1,1,1,1,0,1,1,vegan|lactose free
milk sheep fluid,"Milk, sheep, fluid",Dairy and Egg Products,1,1,0,1,1,1,1,0,1,1,vegan|lactose free
millet raw,"Millet, raw",Cereal Grains and Pasta,1,1,1,1,1,1,1,1,1,1,
millet whole grain,"Millet, whole grain",Cereal Grains and Pasta,1,1,1,1,1,1,1,1,1,1,
mollusks abalone mixed species raw,"Mollusks, abalone, mixed species, raw",Finfish and Shellfish Products,1,0,0,1,1,0,1,1,1,1,vegetarian|vegan|kosher style
mollusks clam mixed species raw,"Mollusks, clam, mixed species, raw",Finfish and Shellfish Products,1,0,0,1,1,0,1,1,1,1,vegetarian|vegan|kosher style
mollusks conch baked or broiled,"Mollusks, conch, baked or broiled",Finfish and Shellfish Products,1,0,0,1,1,0,1,1,1,1,vegetarian|vegan|kosher style
mollusks cuttlefish mixed species raw,"Mollusks, cuttlefish, mixed species, raw",Finfish and Shellfish Products,1,0,0,1,1,0,1,1,1,1,vegetarian|vegan|kosher style
mollusks mussel blue raw,"Mollusks, mussel, blue, raw",Finfish and Shellfish Products,1,0,0,1,1,0,1,1,1,1,vegetarian|vegan|kosher style
mollusks octopus common raw,"Mollusks, octopus, common, raw",Finfish and Shellfish Products,1,0,0,1,1,0,1,1,1,1,vegetarian|vegan|kosher style
mollusks oyster pacific raw,"Mollusks, oyster, Pacific, raw",Finfish and Shellfish Products,1,0,0,1,1,0,1,1,1,1,vegetarian|vegan|kosher style
mollusks oyster eastern farmed raw,"Mollusks, oyster, eastern, farmed, raw",Finfish and Shellfish Products,1,0,0,1,1,0,1,1,1,1,vegetarian|vegan|kosher style
mollusks oyster eastern wild raw,"Mollusks, oyster, eastern, wild, raw",Finfish and Shellfish Products,1,0,0,1,1,0,1,1,1,1,vegetarian|vegan|kosher style
mollusks scallop mixed species imitation made from surimi,"Mollusks, scallop, mixed species, imitation, made from surimi",Finfish and Shellfish Products,1,0,0,1,1,0,1,1,1,1,vegetarian|vegan|kosher style
mollusks scallop mixed species raw,"Mollusks, scallop, mixed species, raw",Finfish and Shellfish Products,1,0,0,1,1,0,1,1,1,1,vegetarian|vegan|kosher style
mollusks snail raw,"Mollusks, snail, raw",Finfish and Shellfish Products,1,0,0,1,1,0,1,1,1,1,vegetarian|vegan|kosher style
mollusks squid mixed species raw,"Mollusks, squid, mixed species, raw",Finfish and Shellfish Products,1,0,0,1,1,0,1,1,1,1,vegetarian|vegan|kosher style
mollusks whelk unspecified raw,"Mollusks, whelk, unspecified, raw",Finfish and Shellfish Products,1,0,0,0,1,0,1,1,1,1,vegetarian|vegan|pescatarian|kosher style
moose liver braised (alaska native),"Moose, liver, braised (Alaska Native)",American Indian/Alaska Native Foods,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
moose meat raw (alaska native),"Moose, meat, raw (Alaska Native)",American Indian/Alaska Native Foods,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
mothbeans mature seeds raw,"Mothbeans, mature seeds, raw",Legumes and Legume Products,1,1,1,1,1,1,1,1,1,1,
mountain yam hawaii raw,"Mountain yam, hawaii, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
mouse nuts roots (alaska native),"Mouse nuts, roots (Alaska Native)",American Indian/Alaska Native Foods,1,1,1,1,1,1,1,1,0,1,nut free
mouse nuts seedlings (alaska native),"Mouse nuts, seedlings (Alaska Native)",American Indian/Alaska Native Foods,1,1,1,1,1,1,1,1,0,1,nut free
mulberries raw,"Mulberries, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
mung beans mature seeds raw,"Mung beans, mature seeds, raw",Legumes and Legume Products,1,1,1,1,1,1,1,1,1,1,
mung beans mature seeds sprouted raw,"Mung beans, mature seeds, sprouted, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
mungo beans mature seeds raw,"Mungo beans, mature seeds, raw",Legumes and Legume Products,1,1,1,1,1,1,1,1,1,1,
mushroom beech,"Mushroom, beech",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
mushroom crimini,"Mushroom, crimini",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
mushroom enoki,"Mushroom, enoki",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
mushroom king oyster,"Mushroom, king oyster",Vegetables and Vegetable Products,1,0,0,1,1,0,1,1,1,1,vegetarian|vegan|kosher style
mushroom lion s mane,"Mushroom, lion's mane",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
mushroom maitake,"Mushroom, maitake",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
mushroom oyster,"Mushroom, oyster",Vegetables and Vegetable Products,1,0,0,1,1,0,1,1,1,1,vegetarian|vegan|kosher style
mushroom pioppini,"Mushroom, pioppini",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
mushroom portabella,"Mushroom, portabella",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
mushroom white exposed to ultraviolet light raw,"Mushroom, white, exposed to ultraviolet light, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
mushrooms chanterelle raw,"Mushrooms, Chanterelle, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
mushrooms brown italian or crimini exposed to ultraviolet light raw,"Mushrooms, brown, italian, or crimini, exposed to ultraviolet light, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
mushrooms brown italian or crimini raw,"Mushrooms, brown, italian, or crimini, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
mushrooms enoki raw,"Mushrooms, enoki, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
mushrooms maitake raw,"Mushrooms, maitake, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
mushrooms morel raw,"Mushrooms, morel, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
mushrooms oyster raw,"Mushrooms, oyster, raw",Vegetables and Vegetable Products,1,0,0,1,1,0,1,1,1,1,vegetarian|vegan|kosher style
mushrooms portabella exposed to ultraviolet light grilled,"Mushrooms, portabella, exposed to ultraviolet light, grilled",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
mushrooms portabella exposed to ultraviolet light raw,"Mushrooms, portabella, exposed to ultraviolet light, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
mushrooms portabella grilled,"Mushrooms, portabella, grilled",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
mushrooms portabella raw,"Mushrooms, portabella, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
mushrooms shiitake,"Mushrooms, shiitake",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
mushrooms shiitake raw,"Mushrooms, shiitake, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
mushrooms white button,"Mushrooms, white button",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
mushrooms white microwaved,"Mushrooms, white, microwaved",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
mushrooms white raw,"Mushrooms, white, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
mustard greens raw,"Mustard greens, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
mustard spinach (tendergreen) raw,"Mustard spinach, (tendergreen), raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
natto,Natto,Legumes and Legume Products,1,1,1,1,1,1,1,1,1,1,
nectarines raw,"Nectarines, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
new zealand spinach raw,"New Zealand spinach, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
nopales raw,"Nopales, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
nuts acorns raw,"Nuts, acorns, raw",Nut and Seed Products,1,1,1,1,1,1,1,1,0,1,nut free
nuts almonds,"Nuts, almonds",Nut and Seed Products,1,0,0,1,1,1,1,1,0,1,vegetarian|vegan|nut free
nuts almonds blanched,"Nuts, almonds, blanched",Nut and Seed Products,1,0,0,1,1,1,1,1,0,1,vegetarian|vegan|nut free
nuts almonds whole raw,"Nuts, almonds, whole, raw",Nut and Seed Products,1,0,0,1,1,1,1,1,0,1,vegetarian|vegan|nut free
nuts brazilnuts raw,"Nuts, brazilnuts, raw",Nut and Seed Products,1,1,1,1,1,1,1,1,0,1,nut free
nuts cashew nuts raw,"Nuts, cashew nuts, raw",Nut and Seed Products,1,1,1,1,1,1,1,1,0,1,nut free
nuts chestnuts chinese raw,"Nuts, chestnuts, chinese, raw",Nut and Seed Products,1,1,1,1,1,1,1,1,0,1,nut free
nuts chestnuts european raw peeled,"Nuts, chestnuts, european, raw, peeled",Nut and Seed Products,1,1,1,1,1,1,1,1,0,1,nut free
nuts chestnuts european raw unpeeled,"Nuts, chestnuts, european, raw, unpeeled",Nut and Seed Products,1,1,1,1,1,1,1,1,0,1,nut free
nuts chestnuts japanese raw,"Nuts, chestnuts, japanese, raw",Nut and Seed Products,1,1,1,1,1,1,1,1,0,1,nut free
nuts coconut meat raw,"Nuts, coconut meat, raw",Nut and Seed Products,1,1,1,1,1,1,1,1,0,1,nut free
nuts coconut water (liquid from coconuts),"Nuts, coconut water (liquid from coconuts)",Nut and Seed Products,1,1,1,1,1,1,1,1,0,1,nut free
nuts formulated wheat-based all flavors except macadamia without salt,"Nuts, formulated, wheat-based, all flavors except macadamia, without salt",Nut and Seed Products,1,1,1,1,1,1,0,1,0,1,gluten free|nut free
nuts ginkgo nuts raw,"Nuts, ginkgo nuts, raw",Nut and Seed Products,1,1,1,1,1,1,1,1,0,1,nut free
nuts hazelnuts or filberts,"Nuts, hazelnuts or filberts",Nut and Seed Products,1,1,1,1,1,1,1,1,0,1,nut free
nuts hazelnuts or filberts blanched,"Nuts, hazelnuts or filberts, blanched",Nut and Seed Products,1,1,1,1,1,1,1,1,0,1,nut free
nuts hazelnuts or filberts raw,"Nuts, hazelnuts or filberts, raw",Nut and Seed Products,1,1,1,1,1,1,1,1,0,1,nut free
nuts macadamia nuts raw,"Nuts, macadamia nuts, raw",Nut and Seed Products,1,1,1,1,1,1,1,1,0,1,nut free
nuts pecans,"Nuts, pecans",Nut and Seed Products,1,1,1,1,1,1,1,1,0,1,nut free
nuts pecans halves raw,"Nuts, pecans, halves, raw",Nut and Seed Products,1,1,1,1,1,1,1,1,0,1,nut free
nuts pine nuts raw,"Nuts, pine nuts, raw",Nut and Seed Products,1,1,1,1,1,1,1,1,0,1,nut free
nuts pistachio nuts raw,"Nuts, pistachio nuts, raw",Nut and Seed Products,1,1,1,1,1,1,1,1,0,1,nut free
nuts walnuts english halves raw,"Nuts, walnuts, English, halves, raw",Nut and Seed Products,1,1,1,1,1,1,1,1,0,1,nut free
nuts walnuts english,"Nuts, walnuts, english",Nut and Seed Products,1,1,1,1,1,1,1,1,0,1,nut free
nuts walnuts glazed,"Nuts, walnuts, glazed",Nut and Seed Products,1,1,1,1,1,1,1,1,0,1,nut free
oats (includes foods for usda s food distribution program),Oats (Includes foods for USDA's Food Distribution Program),Cereal Grains and Pasta,1,1,1,1,1,1,1,1,1,1,
oats whole grain rolled old fashioned,"Oats, whole grain, rolled, old fashioned",Cereal Grains and Pasta,1,1,1,1,1,1,1,1,1,1,
oats whole grain steel cut,"Oats, whole grain, steel cut",Cereal Grains and Pasta,1,1,1,1,1,1,1,1,1,1,
octopus (alaska native),Octopus (Alaska Native),American Indian/Alaska Native Foods,1,0,0,1,1,0,1,1,1,1,vegetarian|vegan|kosher style
oheloberries raw,"Oheloberries, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
okara,Okara,Legumes and Legume Products,1,1,1,1,1,1,1,1,1,1,
okra raw,"Okra, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
onions raw,"Onions, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
onions red raw,"Onions, red, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
onions sweet raw,"Onions, sweet, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
onions welsh raw,"Onions, welsh, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
onions white raw,"Onions, white, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
onions yellow raw,"Onions, yellow, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
onions yellow sauteed,"Onions, yellow, sauteed",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
onions young green tops only,"Onions, young green, tops only",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
oopah (tunicate) whole animal (alaska native),"Oopah (tunicate), whole animal (Alaska Native)",American Indian/Alaska Native Foods,1,1,1,1,1,1,1,1,1,1,
orange peel raw,"Orange peel, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
oranges raw california valencias,"Oranges, raw, California, valencias",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
oranges raw florida,"Oranges, raw, Florida",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
oranges raw navels,"Oranges, raw, navels",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
oranges raw navels (includes foods for usda s food distribution program),"Oranges, raw, navels (Includes foods for USDA's Food Distribution Program)",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
